Manifest,Origin Lic.,Origin Facility,Origin Facility Type,Dest. Lic.,Destination Facility,Dest. Facility Type,Type,Created,Created by User,Received,Received by User,Package,State,Item,Item Category,Shipper Dollar Amount,Receiver Dollar Amount,Actual Ship'd,UoM,Actual Rcv'd,UoM,Count Ship'd,UoM,Count Rcv'd,UoM,Weight Ship'd,UoM,Weight Rcv'd,UoM
0001257236,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 10:57:55 PM +00:00,Tamar Tyson,3/7/2017 11:01:35 PM +00:00,Ronald Morris,1A4000312687547000002302,Accepted,Kiwi Strawberry Gummies 10pk Indica,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001257236,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 10:57:55 PM +00:00,Tamar Tyson,3/7/2017 11:01:35 PM +00:00,Ronald Morris,1A4000312687547000002303,Accepted,Blue Raspberry Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001257236,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 10:57:55 PM +00:00,Tamar Tyson,3/7/2017 11:01:35 PM +00:00,Ronald Morris,1A4000312687547000002304,Accepted,Tropical Punch Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001257236,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 10:57:55 PM +00:00,Tamar Tyson,3/7/2017 11:01:35 PM +00:00,Ronald Morris,1A4000312687547000002305,Accepted,Watermelon Blast Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001257236,404R-00199,PLATINUM FOODS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 10:57:55 PM +00:00,Tamar Tyson,3/7/2017 11:01:35 PM +00:00,Ronald Morris,1A4000312687547000002306,Accepted,Kiwi Strawberry Gummies 10pk Sativa,Infused (edible),120.00,120.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016285,Accepted,BOLDER Tangerine Skies Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016286,Accepted,BOLDER Rug Burn OG Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016287,Accepted,BOLDER Emerald Stilton Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016288,Accepted,BOLDER Sweet Bruce Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016289,Accepted,BOLDER XJ-13 Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016290,Accepted,BOLDER Cold Creek Kush Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016291,Accepted,BOLDER King Jack Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016292,Accepted,BOLDER Sour Dynasty Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016293,Accepted,BOLDER OG Kush Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016294,Accepted,BOLDER Pre-98 Banner OG Shatter,Concentrate,540.00,540.00,30.0000,g,30.0000,g,0.00000000,ea,0.00000000,ea,0.06613868,lb,0.06613868,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016295,Accepted,BOLDER Cookie Creek Kush Wax,Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001257263,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/6/2017 11:12:46 PM +00:00,Dakota Mason,3/7/2017 11:00:08 PM +00:00,Ronald Morris,1A40003126874A6000016296,Accepted,BOLDER The Great Gazoo Wax,Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001257504,404R-00209,COLD BAKED LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 12:34:54 AM +00:00,Ashlea Davis,3/8/2017 9:25:29 PM +00:00,Ronald Morris,1A4000312687551000000281,Accepted,Dabble- Wax,Concentrate,0.01,0.01,1.0000,g,1.0000,g,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00220462,lb
0001257504,404R-00209,COLD BAKED LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 12:34:54 AM +00:00,Ashlea Davis,3/8/2017 9:25:29 PM +00:00,Ronald Morris,1A4000312687551000000282,Accepted,Dabble- Shatter,Concentrate,0.01,0.01,1.0000,g,1.0000,g,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00220462,lb
0001257504,404R-00209,COLD BAKED LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 12:34:54 AM +00:00,Ashlea Davis,3/8/2017 9:25:29 PM +00:00,Ronald Morris,1A4000312687551000000295,Accepted,Dabble- Wax,Concentrate,0.01,0.01,1.0000,g,1.0000,g,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00220462,lb
0001257504,404R-00209,COLD BAKED LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 12:34:54 AM +00:00,Ashlea Davis,3/8/2017 9:25:29 PM +00:00,Ronald Morris,1A4000312687551000000400,Accepted,Dabble- Shatter,Concentrate,0.01,0.01,1.0000,g,1.0000,g,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00220462,lb
0001258772,404R-00125,ISM LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/7/2017 6:02:52 PM +00:00,Brenna Fletcher,3/7/2017 6:55:46 PM +00:00,Ronald Morris,1A40003126874FD000002441,Returned,VNR Super Lemon Haze FF for KK,Concentrate,,,1.0000,g,,,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00000000,lb
0001258772,404R-00125,ISM LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/7/2017 6:02:52 PM +00:00,Brenna Fletcher,3/7/2017 6:55:46 PM +00:00,Ronald Morris,1A40003126874FD000002442,Returned,BCR Bruce Banner FF for KK,Concentrate,,,1.0000,g,,,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00000000,lb
0001258772,404R-00125,ISM LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/7/2017 6:02:52 PM +00:00,Brenna Fletcher,3/7/2017 6:55:46 PM +00:00,Ronald Morris,1A40003126874FD000002443,Returned,FXR Pineapple Express FF for KK,Concentrate,,,1.0000,g,,,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00000000,lb
0001259602,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 8:55:35 PM +00:00,Kyle Brown,3/7/2017 10:57:44 PM +00:00,Ronald Morris,1A40003126874A6000016307,Accepted,BHO,Concentrate,0.05,0.05,5.0000,g,5.0000,g,0.00000000,ea,0.00000000,ea,0.01102311,lb,0.01102311,lb
0001259602,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 8:55:35 PM +00:00,Kyle Brown,3/7/2017 10:57:44 PM +00:00,Ronald Morris,1A40003126874A6000016309,Accepted,BHO,Concentrate,0.03,0.03,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001259602,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 8:55:35 PM +00:00,Kyle Brown,3/7/2017 10:57:44 PM +00:00,Ronald Morris,1A40003126874A6000016316,Accepted,Island Sweet Skunk HTSFE Sample,Concentrate,0.04,0.04,4.0000,g,4.0000,g,0.00000000,ea,0.00000000,ea,0.00881849,lb,0.00881849,lb
0001259602,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 8:55:35 PM +00:00,Kyle Brown,3/7/2017 10:57:44 PM +00:00,Ronald Morris,1A40003126874A6000016317,Accepted,BOLDER Island Sweet Skunk HTSFE,Concentrate,0.02,0.02,2.0000,g,2.0000,g,0.00000000,ea,0.00000000,ea,0.00440925,lb,0.00440925,lb
0001259602,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/7/2017 8:55:35 PM +00:00,Kyle Brown,3/7/2017 10:57:44 PM +00:00,Ronald Morris,1A40003126874A6000016318,Accepted,BOLDER Green C Live Resin,Concentrate,0.02,0.02,2.0000,g,2.0000,g,0.00000000,ea,0.00000000,ea,0.00440925,lb,0.00440925,lb
0001260500,404R-00047,CC BRANDS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/8/2017 1:05:11 AM +00:00,Jimmy Dang,3/8/2017 9:34:58 PM +00:00,Ronald Morris,1A40003126874AF000020507,Accepted,Cheeba Chew - Hybrid Caramel 8 Pak (80mg),Infused (edible),250.00,250.00,25.0000,ea,25.0000,ea,25.00000000,ea,25.00000000,ea,0.00000000,lb,0.00000000,lb
0001260500,404R-00047,CC BRANDS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/8/2017 1:05:11 AM +00:00,Jimmy Dang,3/8/2017 9:34:58 PM +00:00,Ronald Morris,1A40003126874AF000020508,Accepted,Cheeba Chew - Sativa 8 Pak (80mg),Infused (edible),250.00,250.00,25.0000,ea,25.0000,ea,25.00000000,ea,25.00000000,ea,0.00000000,lb,0.00000000,lb
0001260500,404R-00047,CC BRANDS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/8/2017 1:05:11 AM +00:00,Jimmy Dang,3/8/2017 9:34:58 PM +00:00,Ronald Morris,1A40003126874AF000020509,Accepted,Dabba - Sativa 10 Pak (100mg),Infused (edible),220.00,220.00,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0001263623,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/9/2017 2:14:16 AM +00:00,Curtis Chopping,3/10/2017 4:58:17 PM +00:00,Ronald Morris,1A40003126874E8000002278,Accepted,"Kayak Indica Shatter, 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001263623,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/9/2017 2:14:16 AM +00:00,Curtis Chopping,3/10/2017 4:58:17 PM +00:00,Ronald Morris,1A40003126874E8000002279,Accepted,"Kayak Sativa Shatter, 1g",Concentrate,600.00,600.00,50.0000,g,50.0000,g,0.00000000,ea,0.00000000,ea,0.11023113,lb,0.11023113,lb
0001263623,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/9/2017 2:14:16 AM +00:00,Curtis Chopping,3/10/2017 4:58:17 PM +00:00,Ronald Morris,1A40003126874E8000002280,Accepted,"Kayak Hybrid Shatter, 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001263623,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/9/2017 2:14:16 AM +00:00,Curtis Chopping,3/10/2017 4:58:17 PM +00:00,Ronald Morris,1A40003126874E8000002281,Accepted,"Kayak Indica Wax , 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001263623,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/9/2017 2:14:16 AM +00:00,Curtis Chopping,3/10/2017 4:58:17 PM +00:00,Ronald Morris,1A40003126874E8000002282,Accepted,"Kayak Sativa Wax, 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001264143,404R-00006,CONSCIOUS CONFECTIONS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/9/2017 2:41:23 PM +00:00,John Everard,3/10/2017 5:02:22 PM +00:00,Ronald Morris,1A4000312687486000028622,Returned,mQ Sample,Infused (edible),1.00,,18.0000,ea,,,18.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0001273858,404R-00156,DP COMPANY LTD,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/14/2017 9:34:35 PM +00:00,August Kaan,3/15/2017 2:54:51 PM +00:00,Ronald Morris,1A400031268751C000001198,Returned,Sample Pure,Concentrate (Each),0.03,,3.0000,ea,,,3.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0001273858,404R-00156,DP COMPANY LTD,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/14/2017 9:34:35 PM +00:00,August Kaan,3/15/2017 2:54:51 PM +00:00,Ronald Morris,1A400031268751C000001199,Returned,Sample Pure Syringe,Concentrate (Each),0.01,,1.0000,ea,,,1.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0001273987,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/14/2017 10:13:03 PM +00:00,Ronald Morris,3/14/2017 10:19:57 PM +00:00,Ronald Morris,1A40003126874A8000004192,Accepted,KK Labs 0.5g Syringe,Concentrate (Each),,,3.1100,ea,3.1100,ea,3.11000000,ea,3.11000000,ea,0.00000000,lb,0.00000000,lb
0001275382,404R-00158,FREDRICK JENKINS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/15/2017 5:01:58 PM +00:00,Misty Lopez,3/17/2017 10:18:52 PM +00:00,Ronald Morris,1A400031268751E000001290,Returned,.5mL 707 Cartridge,Concentrate (Each),,,1.0000,ea,,,1.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0001275382,404R-00158,FREDRICK JENKINS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/15/2017 5:01:58 PM +00:00,Misty Lopez,3/17/2017 10:18:52 PM +00:00,Ronald Morris,1A400031268751E000001291,Returned,.5 mL SFV cart,Concentrate (Each),,,1.0000,ea,,,1.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0001275382,404R-00158,FREDRICK JENKINS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/15/2017 5:01:58 PM +00:00,Misty Lopez,3/17/2017 10:18:52 PM +00:00,Ronald Morris,1A400031268751E000001292,Returned,Lemon Haze,Concentrate,,,1.0000,g,,,0.00000000,ea,0.00000000,ea,0.00220462,lb,0.00000000,lb
0001275913,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 6:28:16 PM +00:00,Kyle Brown,3/16/2017 3:08:48 PM +00:00,Ronald Morris,1A40003126874A6000016121,Accepted,Purple Aliens HTFSE Bulk,Concentrate,0.05,0.05,5.0000,g,5.0000,g,0.00000000,ea,0.00000000,ea,0.01102311,lb,0.01102311,lb
0001275913,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 6:28:16 PM +00:00,Kyle Brown,3/16/2017 3:08:48 PM +00:00,Ronald Morris,1A40003126874A6000016456,Accepted,BOLDER Green C Live Resin Sugar,Concentrate,0.07,0.07,7.0000,g,7.0000,g,0.00000000,ea,0.00000000,ea,0.01543236,lb,0.01543236,lb
0001275913,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 6:28:16 PM +00:00,Kyle Brown,3/16/2017 3:08:48 PM +00:00,Ronald Morris,1A40003126874A6000016462,Accepted,BOLDER CCK HTFSE,Concentrate,0.03,0.03,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036027,Accepted,Canyon Cultivation: Suck It - Citrus Medley 10/10mg pieces,Infused (edible),117.00,117.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036028,Accepted,Canyon Cultivation: Suck It - L'orange 10/10mg pieces,Infused (edible),117.00,117.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036029,Accepted,Canyon Cultivation: Suck It - Sour Lemon 10/10mg pieces,Infused (edible),117.00,117.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036030,Accepted,Canyon Cultivation: Suck It - Sour Watermelon 10/10mg pieces,Infused (edible),117.00,117.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036031,Accepted,Canyon Cultivation: Lick It - Lavender Lemonade 1:1 - CBD:THC 10mg/10mg,Infused (edible),60.00,60.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036032,Accepted,Canyon Cultivation: Lick It - Boysenberry 10mg ea,Infused (edible),27.00,27.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276019,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 7:24:53 PM +00:00,Candice Tillery,3/17/2017 2:52:45 PM +00:00,Ronald Morris,1A40003126874AA000036033,Accepted,Canyon Cultivation: Lick It - Strawberry Lemonade 10mg ea,Infused (edible),27.00,27.00,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0001276219,404R-00069,URBAN CANNABIS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 8:21:44 PM +00:00,Rachel Garnett,3/17/2017 2:54:58 PM +00:00,Ronald Morris,1A40003126874C5000000600,Accepted,DRJ Labs Caviar Cone: Sativa,Concentrate,200.00,200.00,20.0000,g,20.0000,g,0.00000000,ea,0.00000000,ea,0.04409245,lb,0.04409245,lb
0001276219,404R-00069,URBAN CANNABIS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/15/2017 8:21:44 PM +00:00,Rachel Garnett,3/17/2017 2:54:58 PM +00:00,Ronald Morris,1A40003126874C5000000601,Accepted,DRJ Labs Caviar Cone: Indica,Concentrate,100.00,100.00,10.0000,g,10.0000,g,0.00000000,ea,0.00000000,ea,0.02204623,lb,0.02204623,lb
0001277124,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 4:27:48 AM +00:00,Curtis Chopping,3/17/2017 2:54:29 PM +00:00,Ronald Morris,1A40003126874E8000002424,Returned,"Kayak Sativa Wax, 1g",Concentrate,600.00,,50.0000,g,,,0.00000000,ea,0.00000000,ea,0.11023113,lb,0.00000000,lb
0001277124,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 4:27:48 AM +00:00,Curtis Chopping,3/17/2017 2:54:29 PM +00:00,Ronald Morris,1A40003126874E8000002425,Accepted,"Kayak Hybrid Wax , 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001277124,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 4:27:48 AM +00:00,Curtis Chopping,3/17/2017 2:54:29 PM +00:00,Ronald Morris,1A40003126874E8000002426,Accepted,"Kayak Indica Wax , 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001277124,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 4:27:48 AM +00:00,Curtis Chopping,3/17/2017 2:54:29 PM +00:00,Ronald Morris,1A40003126874E8000002427,Accepted,"Kayak Sativa Shatter, 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001277124,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 4:27:48 AM +00:00,Curtis Chopping,3/17/2017 2:54:29 PM +00:00,Ronald Morris,1A40003126874E8000002428,Accepted,"Kayak Indica Shatter, 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001277124,404R-00104,OAK CREEK ENTERPRISES LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 4:27:48 AM +00:00,Curtis Chopping,3/17/2017 2:54:29 PM +00:00,Ronald Morris,1A40003126874E8000002429,Accepted,"Kayak Hybrid Shatter, 1g",Concentrate,300.00,300.00,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0001277996,404R-00006,CONSCIOUS CONFECTIONS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,3/16/2017 5:44:51 PM +00:00,Kandy Arellano Treto,3/20/2017 3:19:04 PM +00:00,Ronald Morris,1A4000312687486000028622,Accepted,mQ Sample,Infused (edible),1.00,1.00,18.0000,ea,18.0000,ea,18.00000000,ea,18.00000000,ea,0.00000000,lb,0.00000000,lb
0001278476,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,3/16/2017 8:10:24 PM +00:00,Ronald Morris,3/16/2017 8:11:48 PM +00:00,Ronald Morris,1A40003126874A8000004189,Accepted,KK Labs 0.5g Syringe,Concentrate (Each),,,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
