"ITEM_NO","DESCR","DESCR_UPR","LONG_DESCR","LONG_DESCR_UPR","SHORT_DESCR","ADDL_DESCR_1","ADDL_DESCR_2","ADDL_DESCR_3","ITEM_TYP","CATEG_COD","SUBCAT_COD","ACCT_COD","LBL_COD","ATTR_COD_1","ATTR_COD_2","ATTR_COD_3","ATTR_COD_4","ATTR_COD_5","ATTR_COD_6","TRK_METH","STAT","STAT_DAT","IS_TXBL","TAX_CATEG_COD","QTY_DECS","PRC_DECS","STK_UNIT","ITEM_VEND_NO","WEIGHT","TARE_COD","CUBE","IS_WEIGHED","ALT_1_UNIT","ALT_1_NUMER","ALT_1_DENOM","ALT_1_WEIGHT","ALT_1_CUBE","ALT_1_PRC_1","ALT_2_UNIT","ALT_2_NUMER","ALT_2_DENOM","ALT_2_WEIGHT","ALT_2_CUBE","ALT_2_PRC_1","ALT_3_UNIT","ALT_3_NUMER","ALT_3_DENOM","ALT_3_WEIGHT","ALT_3_CUBE","ALT_3_PRC_1","ALT_4_UNIT","ALT_4_NUMER","ALT_4_DENOM","ALT_4_WEIGHT","ALT_4_CUBE","ALT_4_PRC_1","ALT_5_UNIT","ALT_5_NUMER","ALT_5_DENOM","ALT_5_WEIGHT","ALT_5_CUBE","ALT_5_PRC_1","PREF_UNIT","PROMPT_FOR_PRC","PROMPT_FOR_COST","PROMPT_FOR_DESCR","WARR_PRD_1","WARR_UNIT_1","WARR_PRD_2","WARR_UNIT_2","SER_NO_REQ_FOR_SAL","SER_PROMPT_COD_1","SER_PROMPT_COD_2","SER_PROMPT_COD_3","PROF_ALPHA_1","PROF_ALPHA_2","PROF_ALPHA_3","PROF_ALPHA_4","PROF_ALPHA_5","PROF_COD_1","PROF_COD_2","PROF_COD_3","PROF_COD_4","PROF_COD_5","PROF_DAT_1","PROF_DAT_2","PROF_DAT_3","PROF_DAT_4","PROF_DAT_5","PROF_NO_1","PROF_NO_2","PROF_NO_3","PROF_NO_4","PROF_NO_5","GRID_DIM_1_TAG","GRID_DIM_2_TAG","GRID_DIM_3_TAG","GRID_DIM_1_TAG_UPR","GRID_DIM_2_TAG_UPR","GRID_DIM_3_TAG_UPR","GRID_ENT_1","GRID_ENT_2","GRID_ENT_3","CELL_BARCOD_PRE","NXT_CELL_BARCOD_NO","PRC_1","BARCOD","PS_PROMPT_COD_1","PS_PROMPT_COD_2","PS_PROMPT_COD_3","IS_ECOMM_ITEM","ECOMM_LST_PUB_DT","ECOMM_LST_PUB_STAT","ECOMM_ON_SPECL_UNTIL","ECOMM_IMG_FILE","ECOMM_TXBL_1","ECOMM_TXBL_2","ECOMM_TXBL_3","URL","ECOMM_NEW","ECOMM_NEW_UNTIL","ECOMM_ON_SPECL","ECOMM_CHRG_FRT","ECOMM_FRT_AMT","VEND_ITEM_NO","LST_COST","DFLT_COST_OF_SLS_PCT","REG_PRC","ALT_1_REG_PRC","ALT_2_REG_PRC","ALT_3_REG_PRC","ALT_4_REG_PRC","ALT_5_REG_PRC","ITEM_IS_MISC","CATEG_SUBCAT","PREF_UNIT_NAM","LST_RECV_DAT","PREF_UNIT_NUMER","PREF_UNIT_DENOM","ECOMM_ITEM_IS_DISCNTBL","IS_FOOD_STMP_ITEM","PROMPT_FOR_UNIT","PROMPT_FOR_CUSTOM_FLDS","MIX_MATCH_COD","PREF_UNIT_WEIGHT","PREF_UNIT_CUBE","PREF_UNIT_REG_PRC","PREF_UNIT_PRC_1","IS_ADM_TKT","DIM_COUNT","DIM_COD","DIM_COD_LABEL","IS_BOM_PAR","IS_KIT_PAR","COPY_FROM_ITEM_NO","BARCOD_3_OF_9","PS_LIN_CUST_FLD_FRM_ID","IS_DISCNTBL","ECOMM_DISC_ON_SAL","ECOMM_LST_CHNG_UTC_DT","ECOMM_NXT_PUB_TYP","ECOMM_PUB_STAT","RS_UTC_DT","RS_STAT","LST_MAINT_DT","LST_MAINT_USR_ID","LST_LCK_DT","ROW_TS"
"I-000053","Pint Glass","PINT GLASS","Pint Glass","PINT GLASS","Pint Glass","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",5,,,,,,,,"N","NON THC/MISC","EACH","8/19/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"8/19/2016 09:35:13.880 PM",0,"7/13/2016 01:04:59.000 PM","ROB","","0x000000000006377C"
"I-000054","OCB 150 Pack","OCB 150 PACK","OCB 150 PAck","OCB 150 PACK","OCB 150 PAck","","","","I","NON THC","PAPERS","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,5,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.5,,,,,,,,"N","NON THC/PAPERS","EACH","8/19/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,5,"N",0,"","","N","N","","",,"Y","Y","","",,"8/19/2016 09:35:14.720 PM",0,"7/13/2016 01:04:12.000 PM","ROB","","0x000000000006377D"
"I-000055","Bat Small","BAT SMALL","Bat Small","BAT SMALL","Bat Small","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,4,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,4,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 07:03:50.090 PM",0,"7/13/2016 01:03:53.000 PM","ROB","","0x000000000003533A"
"I-000056","Shot Glass","SHOT GLASS","Shot Glass","SHOT GLASS","Shot Glass","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,8,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.24,,,,,,,,"N","NON THC/MISC","EACH","12/14/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,8,"N",0,"","","N","N","","",,"Y","Y","","",,"12/14/2016 09:04:23.363 PM",0,"7/13/2016 01:03:47.000 PM","ROB","","0x0000000000100079"
"I-000057","Kief Spoon $30","KIEF SPOON $30","Kief Spoon $30","KIEF SPOON $30","Kief Spoon $30","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 07:03:38.173 PM",0,"7/13/2016 01:03:41.000 PM","ROB","","0x000000000003533C"
"I-000058","Dugout Large","DUGOUT LARGE","Dugout Large","DUGOUT LARGE","Dugout Large","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","7/26/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"7/26/2016 04:24:11.840 PM",0,"7/13/2016 01:03:33.000 PM","ROB","","0x000000000004461F"
"I-000060","Lighter Clipper","LIGHTER CLIPPER","Lighter","LIGHTER","Lighter","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,3,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0.6,,,,,,,,"N","NON THC/MISC","EACH","9/13/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,3,"N",0,"","","N","N","","",,"Y","Y","","",,"9/13/2017 09:01:40.347 PM",0,"7/13/2016 01:03:28.000 PM","ROB","","0x000000000029ED8B"
"I-000061","Smoke Buddy Large","SMOKE BUDDY LARGE","Smoke Buddy Large","SMOKE BUDDY LARGE","Smoke Buddy Lar","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 07:03:17.400 PM",0,"7/13/2016 01:03:20.000 PM","ROB","","0x000000000003533F"
"I-000062","G Pen $50","G PEN $50","G Pen $50","G PEN $50","G Pen $50","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",30,,,,,,,,"N","NON THC/VAPES","EACH","8/16/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"8/16/2016 09:46:29.793 PM",0,"7/13/2016 01:03:09.000 PM","ROB","","0x000000000005ECB2"
"I-000063","Evak Small $15","EVAK SMALL $15","Evak Small $15","EVAK SMALL $15","Evak Small $15","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/VAPES","EACH","7/26/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"7/26/2016 06:41:17.850 PM",0,"7/13/2016 01:03:03.000 PM","ROB","","0x0000000000044890"
"I-000064","Elements","ELEMENTS","Elements","ELEMENTS","Elements","","","","I","NON THC","PAPERS","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,2,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0.77,,,,,,,,"N","NON THC/PAPERS","EACH","7/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,2,"N",0,"","","N","N","","",,"Y","Y","","",,"7/18/2017 07:10:17.643 PM",0,"7/13/2016 01:02:57.000 PM","ROB","","0x0000000000235EDE"
"I-000065","Evak Large $30","EVAK LARGE $30","Evak Large $30","EVAK LARGE $30","Evak Large $30","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/VAPES","EACH","7/26/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"7/26/2016 06:42:06.040 PM",0,"7/13/2016 01:02:49.000 PM","ROB","","0x0000000000044891"
"I-000066","G Pen Slim Herbal","G PEN SLIM HERBAL","G Pen Slim Herbal","G PEN SLIM HERBAL","G Pen Slim Herb","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",7.4,,,,,,,,"N","NON THC/VAPES","EACH","4/5/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"4/5/2017 05:42:03.480 PM",0,"7/13/2016 01:02:41.000 PM","ROB","","0x0000000000189603"
"I-000067","Koozie","KOOZIE","Koozie","KOOZIE","Koozie","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,3,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",1,,,,,,,,"N","NON THC/MISC","EACH","8/17/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,3,"N",0,"","","N","N","","",,"Y","Y","","",,"8/17/2016 10:54:36.080 PM",0,"7/13/2016 01:02:35.000 PM","ROB","","0x000000000005FDEB"
"I-000068","Dugout Small","DUGOUT SMALL","Dugout Small","DUGOUT SMALL","Dugout Small","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,8,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.5,,,,,,,,"N","NON THC/MISC","EACH","9/13/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,8,"N",0,"","","N","N","","",,"Y","Y","","",,"9/13/2017 09:27:31.593 PM",0,"7/13/2016 01:02:28.000 PM","ROB","","0x000000000029EE1D"
"I-000069","G Pen Herbal Disp","G PEN HERBAL DISP","G Pen Herbal Disp","G PEN HERBAL DISP","G Pen Herbal Di","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/VAPES","EACH","",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 07:02:18.153 PM",0,"7/13/2016 01:02:21.000 PM","ROB","","0x0000000000035347"
"I-000070","G Pen Slim Recharchable","G PEN SLIM RECHARCHABLE","G Pen Slim Recharchable","G PEN SLIM RECHARCHABLE","G Pen Slim Rech","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10,,,,,,,,"N","NON THC/VAPES","EACH","7/27/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"7/27/2016 06:33:03.280 PM",0,"7/13/2016 01:02:12.000 PM","ROB","","0x0000000000045A12"
"I-000071","Smoke Buddy Small","SMOKE BUDDY SMALL","Smoke Buddy Small","SMOKE BUDDY SMALL","Smoke Buddy Sma","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 07:01:43.963 PM",0,"7/13/2016 01:01:47.000 PM","ROB","","0x0000000000035349"
"I-000072","Dab Straw $25","DAB STRAW $25","Dab Straw $25","DAB STRAW $25","Dab Straw $25","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10,,,,,,,,"N","NON THC/MISC","EACH","7/28/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"7/28/2017 08:31:59.333 PM",0,"7/13/2016 01:01:37.000 PM","ROB","","0x00000000002487CF"
"I-000073","CVault Small","CVAULT SMALL","CVault Small","CVAULT SMALL","CVault Small","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"8/15/2016 10:07:39.200 PM",0,"8/15/2016 04:07:31.000 PM","MAX","","0x000000000005C2C6"
"I-000075","Dab Tray Small","DAB TRAY SMALL","Dab Tray Small","DAB TRAY SMALL","Dab Tray Small","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","7/26/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"7/26/2016 05:24:27.287 PM",0,"7/13/2016 01:01:27.000 PM","ROB","","0x000000000004470A"
"I-000076","Zig Zags white","ZIG ZAGS WHITE","Zig Zags white","ZIG ZAGS WHITE","Zig Zags white","","","","I","NON THC","PAPERS","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,3,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",1.4,,,,,,,,"N","NON THC/PAPERS","EACH","8/17/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,3,"N",0,"","","N","N","","",,"Y","Y","","",,"8/17/2016 07:43:37.270 PM",0,"7/13/2016 01:01:19.000 PM","ROB","","0x000000000005FAC1"
"I-000078","Dab/Bowl Tool","DAB/BOWL TOOL","Dab Bowl Tool","DAB BOWL TOOL","Dab Bowl Tool","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","7/26/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"7/26/2016 03:58:06.357 PM",0,"7/13/2016 01:01:09.000 PM","ROB","","0x00000000000445A5"
"I-000080","Dab Tray Large","DAB TRAY LARGE","Dab Tray Large","DAB TRAY LARGE","Dab Tray Large","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","7/26/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"7/26/2016 05:23:35.917 PM",0,"7/13/2016 01:01:00.000 PM","ROB","","0x000000000004470B"
"I-000081","Zig Zags Orange","ZIG ZAGS ORANGE","Zig Zags Orange","ZIG ZAGS ORANGE","Zig Zags Orange","","","","I","NON THC","PAPERS","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,3,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",1.32,,,,,,,,"N","NON THC/PAPERS","EACH","7/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,3,"N",0,"","","N","N","","",,"Y","Y","","",,"7/18/2017 07:10:17.290 PM",0,"7/13/2016 01:00:51.000 PM","ROB","","0x0000000000235EDF"
"I-000082","CVault Large","CVAULT LARGE","CVault Large","CVAULT LARGE","CVault Large","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,35,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,35,"N",0,"","","N","N","","",,"Y","Y","","",,"8/15/2016 10:09:08.330 PM",0,"8/15/2016 04:09:00.000 PM","MAX","","0x000000000005C2C7"
"I-000083","CVault Medium","CVAULT MEDIUM","","","","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"8/15/2016 10:08:54.320 PM",0,"8/15/2016 04:08:46.000 PM","MAX","","0x000000000005C2C8"
"I-000084","Coffee Mug","COFFEE MUG","Coffee Mug","COFFEE MUG","Coffee Mug","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 08:31:32.943 PM",0,"7/13/2016 02:31:36.000 PM","ROB","","0x0000000000035CDE"
"I-000085","Dr Dabber Light","DR DABBER LIGHT","Dr Dabber Light","DR DABBER LIGHT","Dr Dabber Light","","","","I","NON THC","VAPES","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,55,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",25,,,,,,,,"N","NON THC/VAPES","EACH","7/27/2016 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,55,"N",0,"","","N","N","","",,"Y","Y","","",,"7/27/2016 06:33:03.147 PM",0,"7/13/2016 02:31:40.000 PM","ROB","","0x0000000000045A13"
"I-000086","CVault","CVAULT","CVault","CVAULT","CVault","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,15,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/MISC","EACH","",1,1,"Y","N","N","N","",,,,15,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 08:31:40.887 PM",0,"7/13/2016 02:31:44.000 PM","ROB","","0x0000000000035CE0"
"I-000088","Zig Zags Ultra Thin","ZIG ZAGS ULTRA THIN","Zig Zags Ultra Thin","ZIG ZAGS ULTRA THIN","Zig Zags Ultra","","","","I","NON THC","PAPERS","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,3,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",0,,,,,,,,"N","NON THC/PAPERS","EACH","",1,1,"Y","N","N","N","",,,,3,"N",0,"","","N","N","","",,"Y","Y","","",,"7/13/2016 08:31:44.627 PM",0,"7/13/2016 02:31:47.000 PM","ROB","","0x0000000000035CE1"
